2025-11-24 17:14:31 | alexey_kozak | Q: Привет | A: Привет-привет! | Tag: greeting | Prob: 1.00 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Что посмотреть на Бали? | A: На Бали стоит посетить рисовые террасы Тегаллаланг и храм Улувату. | Tag: attractions | Prob: 0.99 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Где остановиться в Токио? | A: В Токио популярны отели в районе Shinjuku и Shibuya. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Как передвигаться по Сингапуру? | A: В Сингапуре эффективно метро MRT и автобусы. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Какая погода на Фукуоке? | A: Во Вьетнаме сезон дождей с мая по октябрь, Фукуок лучше посещать с ноября по март. | Tag: weather_info | Prob: 1.00 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Где купить сувениры на Фукуоке? | A: На Фукуоке можно купить сувениры в ночном рынке Dinh Cau. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Где поесть? | A: Могу подсказать рестораны в популярных городах Азии. Уточните город, который вас интересует. | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Что посмотреть? | A: Уточните город, чтобы я мог подсказать достопримечательности. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Бали | A: Можете уточнить, что именно вас интересует? | Tag: hotel_info | Prob: 0.15 | Type: clarification
2025-11-25 17:38:31 | test_user | Q: Что посмотреть | A: Уточните город, чтобы я мог подсказать достопримечательности. | Tag: attractions | Prob: 0.99 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Где остановиться? | A: Уточните, пожалуйста, в каком городе вас интересует жильё. | Tag: hotel_info | Prob: 0.99 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Как добраться? | A: Уточните город, чтобы я мог подсказать транспортные варианты. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Мне нужен транспорт | A: Уточните город, чтобы я мог подсказать транспортные варианты. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Что интересного делать? | A: Уточните город, чтобы я мог подсказать интересные активности. | Tag: activities | Prob: 0.89 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Расскажи про экскурсии | A: Уточните город, чтобы я мог подсказать интересные активности. | Tag: activities | Prob: 0.99 | Type: high_conf
2025-11-25 17:38:31 | test_user | Q: Как провести день? | A: Можете уточнить, что именно вас интересует? | Tag: transport_info | Prob: 0.47 | Type: clarification
2025-11-25 17:38:31 | test_user | Q: Как взлететь на Марс? | A: Можете уточнить, что именно вас интересует? | Tag: transport_info | Prob: 0.60 | Type: clarification
2025-11-25 17:38:31 | test_user | Q: Не понял вопрос | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: clarification | Prob: 1.00 | Type: unknown
2025-11-25 17:38:31 | test_user | Q: Где поесть в Куала-Лумпуре? | A: Могу подсказать рестораны в популярных городах Азии. Уточните город, который вас интересует. | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 17:40:30 | alexey_kozak | Q: Где поесть? | A: Могу подсказать рестораны в популярных городах Азии. Уточните город, который вас интересует. | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 17:40:34 | alexey_kozak | Q: Бали | A: Пожалуйста, уточните ваш запрос. | Tag: hotel_info | Prob: 0.15 | Type: clarification
2025-11-25 17:40:42 | alexey_kozak | Q: Где поесть Бали | A: На Бали советую кафе с балийской кухней в Убуде и Семиньяке. | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 17:56:03 | test_user | Q: Привет! | A: Здравствуйте! Куда планируете поехать? | Tag: greeting | Prob: 1.00 | Type: high_conf
2025-11-25 17:56:04 | test_user | Q: Здравствуйте! | A: Здравствуйте! Куда планируете поехать? | Tag: greeting | Prob: 1.00 | Type: high_conf
2025-11-25 17:56:04 | test_user | Q: Где поесть на Пхукете? | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-25 17:56:04 | test_user | Q: Что посмотреть на Бали? | A: На Бали стоит посетить рисовые террасы Тегаллаланг и храм Улувату. | Tag: attractions | Prob: 0.99 | Type: high_conf
2025-11-25 17:56:04 | test_user | Q: Где остановиться в Токио? | A: В Токио популярны отели в районе Shinjuku и Shibuya. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-25 17:56:04 | test_user | Q: Как передвигаться по Сингапуру? | A: В Сингапуре эффективно метро MRT и автобусы. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-25 17:56:04 | test_user | Q: Какая погода на Фукуоке? | A: Во Вьетнаме сезон дождей с мая по октябрь, Фукуок лучше посещать с ноября по март. | Tag: weather_info | Prob: 1.00 | Type: high_conf
2025-11-25 17:56:04 | test_user | Q: Где купить сувениры на Фукуоке? | A: На Фукуоке можно купить сувениры в ночном рынке Dinh Cau. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-25 17:56:04 | test_user | Q: Где поесть? | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: restaurants | Prob: 0.99 | Type: unknown
2025-11-25 17:56:04 | test_user | Q: Бали | A: Можете уточнить, что именно вас интересует? | Tag: hotel_info | Prob: 0.15 | Type: clarification
2025-11-25 17:56:04 | test_user | Q: Что посмотреть? | A: На Фукуоке рекомендуются пляжи Long Beach и ночной рынок Dinh Cau. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-25 17:56:04 | test_user | Q: Токио | A: В Токио стоит посетить Senso-ji и Токийскую башню. | Tag: attractions | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 17:56:04 | test_user | Q: Где остановиться? | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: hotel_info | Prob: 0.99 | Type: unknown
2025-11-25 17:56:04 | test_user | Q: Сингапур | A: Можете уточнить, что именно вас интересует? | Tag: transport_info | Prob: 0.29 | Type: clarification
2025-11-25 17:56:04 | test_user | Q: Как добраться? | A: На Бали можно арендовать мотоцикл, автомобиль или использовать экскурсионные туры. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-25 17:56:04 | test_user | Q: Фукуок | A: На Фукуоке удобно арендовать скутер или такси для передвижения по острову. | Tag: transport_info | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 17:56:04 | test_user | Q: Мне нужен транспорт | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: transport_info | Prob: 1.00 | Type: unknown
2025-11-25 17:56:04 | test_user | Q: Бангкок | A: Пожалуйста, уточните ваш запрос. | Tag: restaurants | Prob: 0.17 | Type: clarification
2025-11-25 17:56:04 | test_user | Q: Что интересного делать? | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: activities | Prob: 0.89 | Type: unknown
2025-11-25 17:56:04 | test_user | Q: Пхукет | A: Можете уточнить, что именно вас интересует? | Tag: activities | Prob: 0.16 | Type: clarification
2025-11-25 17:56:04 | test_user | Q: Расскажи про экскурсии | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: activities | Prob: 0.99 | Type: unknown
2025-11-25 17:56:04 | test_user | Q: Бали | A: Можете уточнить, что именно вас интересует? | Tag: hotel_info | Prob: 0.15 | Type: clarification
2025-11-25 17:56:04 | test_user | Q: Как провести день? | A: Можете уточнить, что именно вас интересует? | Tag: transport_info | Prob: 0.47 | Type: clarification
2025-11-25 17:56:04 | test_user | Q: Как взлететь на Марс? | A: Пожалуйста, уточните ваш запрос. | Tag: transport_info | Prob: 0.60 | Type: clarification
2025-11-25 17:56:04 | test_user | Q: Не понял вопрос | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: clarification | Prob: 1.00 | Type: unknown
2025-11-25 17:56:04 | test_user | Q: Где поесть в Куала-Лумпуре? | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: restaurants | Prob: 0.99 | Type: unknown
2025-11-25 17:57:57 | test_user | Q: Привет! | A: Привет! Чем могу помочь в путешествии по Азии? | Tag: greeting | Prob: 1.00 | Type: high_conf
2025-11-25 17:57:57 | test_user | Q: Где поесть на Пхукете? | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-25 17:57:57 | test_user | Q: Что посмотреть на Бали? | A: На Бали стоит посетить рисовые террасы Тегаллаланг и храм Улувату. | Tag: attractions | Prob: 0.99 | Type: high_conf
2025-11-25 17:57:57 | test_user | Q: Где остановиться в Токио? | A: В Токио популярны отели в районе Shinjuku и Shibuya. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-25 17:57:57 | test_user | Q: Где поесть? | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: restaurants | Prob: 0.99 | Type: unknown
2025-11-25 17:57:57 | test_user | Q: Бали | A: Можете уточнить, что именно вас интересует? | Tag: hotel_info | Prob: 0.15 | Type: clarification
2025-11-25 17:57:57 | test_user | Q: Что посмотреть? | A: На Фукуоке рекомендуются пляжи Long Beach и ночной рынок Dinh Cau. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-25 17:57:57 | test_user | Q: Сингапур | A: В Сингапуре интересны Marina Bay Sands и Gardens by the Bay. | Tag: attractions | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 17:57:57 | test_user | Q: Как добраться? | A: На Бали можно арендовать мотоцикл, автомобиль или использовать экскурсионные туры. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-25 17:57:57 | test_user | Q: Фукуок | A: На Фукуоке удобно арендовать скутер или такси для передвижения по острову. | Tag: transport_info | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 17:57:57 | test_user | Q: Как взлететь на Марс? | A: Можете уточнить, что именно вас интересует? | Tag: transport_info | Prob: 0.60 | Type: clarification
2025-11-25 17:57:57 | test_user | Q: Где поесть в Куала-Лумпуре? | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: restaurants | Prob: 0.99 | Type: unknown
2025-11-25 17:57:57 | test_user | Q: Что интересного делать? | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: activities | Prob: 0.89 | Type: unknown
2025-11-25 17:57:57 | test_user | Q: Бали | A: Пожалуйста, уточните ваш запрос. | Tag: hotel_info | Prob: 0.15 | Type: clarification
2025-11-25 17:57:57 | test_user | Q: Где остановиться? | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: hotel_info | Prob: 0.99 | Type: unknown
2025-11-25 17:57:57 | test_user | Q: Токио | A: Пожалуйста, уточните ваш запрос. | Tag: greeting | Prob: 0.18 | Type: clarification
2025-11-25 17:57:57 | test_user | Q: Бангкок | A: Можете уточнить, что именно вас интересует? | Tag: restaurants | Prob: 0.17 | Type: clarification
2025-11-25 18:04:31 | alexey_kozak | Q: Привет! | A: Здравствуйте! Куда планируете поехать? | Tag: greeting | Prob: 1.00 | Type: high_conf
2025-11-25 18:04:38 | alexey_kozak | Q: Где поесть на Пхукете? | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-25 18:04:46 | alexey_kozak | Q: Что посмотреть на Бали? | A: На Бали стоит посетить рисовые террасы Тегаллаланг и храм Улувату. | Tag: attractions | Prob: 0.99 | Type: high_conf
2025-11-25 18:04:55 | alexey_kozak | Q: Где поесть? | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: restaurants | Prob: 0.99 | Type: unknown
2025-11-25 18:05:02 | alexey_kozak | Q: Что посмотреть? | A: В Сеуле обязательно посмотрите дворец Gyeongbokgung и N Seoul Tower. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-25 18:05:10 | alexey_kozak | Q: Где остановиться? | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: hotel_info | Prob: 0.99 | Type: unknown
2025-11-25 18:05:18 | alexey_kozak | Q: Как добраться? | A: В Сингапуре эффективно метро MRT и автобусы. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-25 18:08:00 | alexey_kozak | Q: Где поесть на Пхукете? | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-25 18:08:06 | alexey_kozak | Q: Где поесть? | A: В Бангкоке популярны уличные рынки с тайской едой. | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 18:10:21 | alexey_kozak | Q: Где поесть на Пхукете? | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-25 18:10:29 | alexey_kozak | Q: Где поесть? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 18:10:32 | alexey_kozak | Q: Пхукет | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:15:37 | alexey_kozak | Q: Где поесть? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 18:15:41 | alexey_kozak | Q: Фокуок | A: Пожалуйста, уточните ваш запрос. | Tag: greeting | Prob: 0.63 | Type: clarification
2025-11-25 18:15:45 | alexey_kozak | Q: Где поесть? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 18:15:48 | alexey_kozak | Q: Пхукет | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:16:54 | alexey_kozak | Q: Где поесть? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 18:16:56 | alexey_kozak | Q: Фукуок | A: На Фукуоке популярна свежая рыба и уличная еда в Дуонг Донг. | Tag: restaurants | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:17:06 | alexey_kozak | Q: Где можно вкусно поесть? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 18:17:10 | alexey_kozak | Q: Пхукет | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:17:13 | alexey_kozak | Q: Где можно вкусно поесть? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 18:17:15 | alexey_kozak | Q: Бали | A: На Бали советую кафе с балийской кухней в Убуде и Семиньяке. | Tag: restaurants | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:17:30 | alexey_kozak | Q: Где лучше шопиться на Пхукете? | A: Можете уточнить, что именно вас интересует? | Tag: travel_tips | Prob: 0.23 | Type: clarification
2025-11-25 18:17:40 | alexey_kozak | Q: Что посмотреть? | A: Уточните, в каком городе вас интересует это? | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-25 18:17:47 | alexey_kozak | Q: Фукуок | A: На Фукуоке рекомендуются пляжи Long Beach и ночной рынок Dinh Cau. | Tag: attractions | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:19:04 | alexey_kozak | Q: Что посетить? | A: Пожалуйста, уточните ваш запрос. | Tag: attractions | Prob: 0.70 | Type: clarification
2025-11-25 18:19:13 | alexey_kozak | Q: Что посмотреть на Бали? | A: На Бали стоит посетить рисовые террасы Тегаллаланг и храм Улувату. | Tag: attractions | Prob: 0.99 | Type: high_conf
2025-11-25 18:19:21 | alexey_kozak | Q: Что посмотреть на Пхукете? | A: На Пхукете советую пляжи Патонг и Старый город Пхукета. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-25 18:19:31 | alexey_kozak | Q: Что посмотреть на Фукуоке? | A: На Фукуоке рекомендуются пляжи Long Beach и ночной рынок Dinh Cau. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-25 18:19:39 | alexey_kozak | Q: Что посмотреть в Бангкоке? | A: В Бангкоке рекомендуются храмы Wat Pho и Grand Palace. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-25 18:19:45 | alexey_kozak | Q: Где купить одежду в Сеуле? | A: В Сеуле популярны торговые улицы Myeongdong и Dongdaemun. | Tag: shopping | Prob: 0.98 | Type: high_conf
2025-11-25 18:19:50 | alexey_kozak | Q: Где лучше жить на Бали? | A: Пожалуйста, уточните ваш запрос. | Tag: hotel_info | Prob: 0.33 | Type: clarification
2025-11-25 18:19:59 | alexey_kozak | Q: Отели на Бали | A: На Бали рекомендуются виллы в Убуде и Куте. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-25 18:20:09 | alexey_kozak | Q: Слушай, я на Пхукете — где можно поесть? | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 0.92 | Type: high_conf
2025-11-25 18:20:18 | alexey_kozak | Q: Буду в Сеуле пару дней, что посмотреть? | A: В Сеуле обязательно посмотрите дворец Gyeongbokgung и N Seoul Tower. | Tag: attractions | Prob: 0.96 | Type: high_conf
2025-11-25 18:20:27 | alexey_kozak | Q: На Бали с детьми что можно поделать? | A: Пожалуйста, уточните ваш запрос. | Tag: attractions | Prob: 0.37 | Type: clarification
2025-11-25 18:21:39 | alexey_kozak | Q: Прилетаю в Токио вечером, где лучше поселиться? | A: Можете уточнить, что именно вас интересует? | Tag: clarification | Prob: 0.32 | Type: clarification
2025-11-25 18:21:46 | alexey_kozak | Q: Отели Токио | A: В Токио популярны отели в районе Shinjuku и Shibuya. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-25 18:21:52 | alexey_kozak | Q: Что ты знаешь? | A: Можете уточнить, что именно вас интересует? | Tag: attractions | Prob: 0.70 | Type: clarification
2025-11-25 18:21:57 | alexey_kozak | Q: Я хочу вертикально поднять горизонтальную систему. | A: Можете уточнить, что именно вас интересует? | Tag: thanks | Prob: 0.20 | Type: clarification
2025-11-25 18:22:03 | alexey_kozak | Q: Погода на Марсе? | A: Лучше всего посещать Бали в сухой сезон с апреля по октябрь. | Tag: weather_info | Prob: 0.99 | Type: high_conf
2025-11-25 18:22:20 | alexey_kozak | Q: Ладно, какая столица Японии? | A: Пожалуйста, уточните ваш запрос. | Tag: clarification | Prob: 0.44 | Type: clarification
2025-11-25 18:22:28 | alexey_kozak | Q: Где остановиться? | A: Уточните, в каком городе вас интересует это? | Tag: hotel_info | Prob: 0.99 | Type: high_conf
2025-11-25 18:22:31 | alexey_kozak | Q: Токио | A: В Токио популярны отели в районе Shinjuku и Shibuya. | Tag: hotel_info | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:22:37 | alexey_kozak | Q: Подскажи, пожалуйста, в каком месте в Токио лучше всего перекусить вечером? | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: clarification | Prob: 0.84 | Type: unknown
2025-11-25 18:22:44 | alexey_kozak | Q: Я ищу хорошие рестораны, но именно в районе Убуд, это Бали. | A: Пожалуйста, уточните ваш запрос. | Tag: restaurants | Prob: 0.79 | Type: clarification
2025-11-25 18:22:56 | alexey_kozak | Q: Где поесть на Балии? | A: На Бали советую кафе с балийской кухней в Убуде и Семиньяке. | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 18:23:03 | alexey_kozak | Q: Где поесть на Пхукеет? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: high_conf
2025-11-25 18:39:36 | alexey_kozak | Q: Привет | A: Здравствуйте! Куда планируете поехать? | Tag: greeting | Prob: 1.00 | Type: high_conf
2025-11-25 18:39:39 | alexey_kozak | Q: Погода на Марсе? | A: Уточните, в каком городе вас интересует это? | Tag: weather_info | Prob: 0.99 | Type: clarification
2025-11-25 18:39:44 | alexey_kozak | Q: Бали | A: Лучше всего посещать Бали в сухой сезон с апреля по октябрь. | Tag: weather_info | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:41:48 | alexey_kozak | Q: Где поесть на Пхукете? | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-25 18:41:57 | alexey_kozak | Q: Как передвигаться по Сингапуру? | A: В Сингапуре эффективно метро MRT и автобусы. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-25 18:42:09 | alexey_kozak | Q: Где поесть? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: clarification
2025-11-25 18:42:13 | alexey_kozak | Q: Фукуок | A: На Фукуоке популярна свежая рыба и уличная еда в Дуонг Донг. | Tag: restaurants | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:42:16 | alexey_kozak | Q: Где поесть? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: clarification
2025-11-25 18:42:20 | alexey_kozak | Q: Пхукет | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:42:22 | alexey_kozak | Q: Где поесть? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: clarification
2025-11-25 18:42:26 | alexey_kozak | Q: Сеул | A: В Сеуле попробуйте корейское барбекю и Bibimbap. | Tag: restaurants | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:42:34 | alexey_kozak | Q: Где поесть? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: clarification
2025-11-25 18:42:54 | alexey_kozak | Q: Бангкок | A: В Бангкоке популярны уличные рынки с тайской едой. | Tag: restaurants | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:43:00 | alexey_kozak | Q: Где поесть? | A: Уточните, в каком городе вас интересует это? | Tag: restaurants | Prob: 0.99 | Type: clarification
2025-11-25 18:43:03 | alexey_kozak | Q: Минск | A: Можете уточнить, что именно вас интересует? | Tag: greeting | Prob: 0.63 | Type: clarification
2025-11-25 18:43:15 | alexey_kozak | Q: Что посмотреть? | A: Уточните, в каком городе вас интересует это? | Tag: attractions | Prob: 1.00 | Type: clarification
2025-11-25 18:43:19 | alexey_kozak | Q: Бангкок | A: В Бангкоке рекомендуются храмы Wat Pho и Grand Palace. | Tag: attractions | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:43:21 | alexey_kozak | Q: Что посмотреть? | A: Уточните, в каком городе вас интересует это? | Tag: attractions | Prob: 1.00 | Type: clarification
2025-11-25 18:43:25 | alexey_kozak | Q: Сеул | A: В Сеуле обязательно посмотрите дворец Gyeongbokgung и N Seoul Tower. | Tag: attractions | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:43:33 | alexey_kozak | Q: Где остановиться? | A: Уточните, в каком городе вас интересует это? | Tag: hotel_info | Prob: 0.99 | Type: clarification
2025-11-25 18:43:36 | alexey_kozak | Q: Фукуок | A: На Фукуоке популярны отели на пляже Long Beach и в Дуонг Донг. | Tag: hotel_info | Prob: 1.00 | Type: high_conf (city_response)
2025-11-25 18:43:47 | alexey_kozak | Q: Погода на Марсе? | A: Уточните, в каком городе вас интересует это? | Tag: weather_info | Prob: 0.99 | Type: clarification
2025-11-25 18:43:51 | alexey_kozak | Q: Минск | A: Можете уточнить, что именно вас интересует? | Tag: greeting | Prob: 0.63 | Type: clarification
2025-11-25 18:43:58 | alexey_kozak | Q: Какая на завтра погода? | A: Уточните, в каком городе вас интересует это? | Tag: weather_info | Prob: 0.99 | Type: clarification
2025-11-25 18:44:04 | alexey_kozak | Q: Минск | A: Можете уточнить, что именно вас интересует? | Tag: greeting | Prob: 0.63 | Type: clarification
2025-11-25 18:44:09 | alexey_kozak | Q: Смотришь футбол? | A: Пожалуйста, уточните ваш запрос. | Tag: greeting | Prob: 0.19 | Type: clarification
2025-11-25 18:44:15 | alexey_kozak | Q: Любишь поесть? | A: Можете уточнить, что именно вас интересует? | Tag: restaurants | Prob: 0.72 | Type: clarification
2025-11-25 18:44:18 | alexey_kozak | Q: Пока | A: До встречи! | Tag: goodbye | Prob: 0.99 | Type: high_conf
2025-11-27 20:15:03 | alexey_kozak | Q: Привет | A: Привет! Чем могу помочь в путешествии по Азии? | Tag: greeting | Prob: 1.00 | Type: high_conf
2025-11-27 20:15:19 | alexey_kozak | Q: Где поесть на Пхукете? | A: На Пхукете попробуйте морепродукты на пляже Патонг. | Tag: restaurants | Prob: 1.00 | Type: high_conf
2025-11-27 20:15:31 | alexey_kozak | Q: Экскурсии на Бали | A: На Бали популярны туры по храмам, рисовым террасам и активные виды спорта. | Tag: excursions_tours | Prob: 1.00 | Type: high_conf
2025-11-27 20:15:43 | alexey_kozak | Q: Как добраться в Хиккадуву? | A: Уточните, в каком городе вас интересует это? | Tag: transport_info | Prob: 1.00 | Type: clarification
2025-11-27 20:15:53 | alexey_kozak | Q: Хиккадува | A: В Хиккадуву удобно доехать поездом из Коломбо (~2ч), внутри города — тук-тук/скутер. | Tag: transport_info | Prob: 1.00 | Type: high_conf (city_response)
2025-11-27 20:16:03 | alexey_kozak | Q: Как добраться в Хиккадува? | A: В Хиккадуву удобно доехать поездом из Коломбо (~2ч), внутри города — тук-тук/скутер. | Tag: transport_info | Prob: 1.00 | Type: high_conf
2025-11-27 20:16:12 | alexey_kozak | Q: Нужна ли виза в Таиланд? | A: На Бали (Индонезия) россияне получают визу по прибытии на 30 дней или электронную визу заранее. | Tag: visa_info | Prob: 1.00 | Type: high_conf
2025-11-27 20:16:23 | alexey_kozak | Q: Где обменять валюту в Сингапуре? | A: В Сингапуре обмен валют в Orchard Road и Marina Bay Sands. | Tag: currency_exchange | Prob: 1.00 | Type: high_conf
2025-11-27 20:16:32 | alexey_kozak | Q: Ночная жизнь в Хиккадуве | A: В Бангкоке попробуйте клубы на Khao San Road и RCA. | Tag: nightlife | Prob: 1.00 | Type: high_conf
2025-11-27 20:16:42 | alexey_kozak | Q: Где остановиться в Токио? | A: В Токио популярны отели в районе Shinjuku и Shibuya. | Tag: hotel_info | Prob: 1.00 | Type: high_conf
2025-11-27 20:16:52 | alexey_kozak | Q: Какая погода на Фукуоке? | A: На Фукуоке сухой сезон с ноября по март, дождливый период с мая по октябрь. | Tag: weather_info | Prob: 1.00 | Type: high_conf
2025-11-27 20:17:01 | alexey_kozak | Q: Где купить сувениры в Сеуле? | A: В Сеуле популярны торговые улицы Myeongdong и Dongdaemun. | Tag: shopping | Prob: 1.00 | Type: high_conf
2025-11-27 20:17:09 | alexey_kozak | Q: Что посмотреть на Бали? | A: На Бали стоит посетить рисовые террасы Тегаллаланг и храм Улувату. | Tag: attractions | Prob: 1.00 | Type: high_conf
2025-11-27 20:24:56 | alexey_kozak | Q: где поесть? | A: Извините, я пока не знаю ответа на этот вопрос. Сохраню его для обучения. | Tag: unknown | Prob: 1.00 | Type: unknown
2025-11-27 20:25:04 | alexey_kozak | Q: Где остановится | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: unknown | Prob: 1.00 | Type: unknown
2025-11-27 20:25:11 | alexey_kozak | Q: Где остановится? | A: Пока не знаю точного ответа, но обязательно изучу этот вопрос. | Tag: unknown | Prob: 0.91 | Type: unknown
2025-11-27 20:25:40 | alexey_kozak | Q: Где купить сувениры? | A: Уточните, в каком городе вас интересует это? | Tag: shopping | Prob: 1.00 | Type: clarification
